Symbol,Date,Value
44e2cb4caa1616d61743847885,2024-12-24 22:00:00,0.715
44e2cb4caa1616d61743847885,2024-12-24 23:00:00,2.022
b8a7bf93df1214f71743933461,2024-12-24 00:00:00,0.124
b8a7bf93df1214f71743933461,2024-12-24 01:00:00,0.119
b8a7bf93df1214f71743933461,2024-12-24 02:00:00,0.064
b8a7bf93df1214f71743933461,2024-12-24 03:00:00,0.044
b8a7bf93df1214f71743933461,2024-12-24 04:00:00,0.28
b8a7bf93df1214f71743933461,2024-12-24 05:00:00,0.148
b8a7bf93df1214f71743933461,2024-12-24 06:00:00,0.144
b8a7bf93df1214f71743933461,2024-12-24 07:00:00,0.041
b8a7bf93df1214f71743933461,2024-12-24 08:00:00,0.132
b8a7bf93df1214f71743933461,2024-12-24 09:00:00,0.284
b8a7bf93df1214f71743933461,2024-12-24 10:00:00,0.066
b8a7bf93df1214f71743933461,2024-12-24 11:00:00,0.051
b8a7bf93df1214f71743933461,2024-12-24 12:00:00,0.057
b8a7bf93df1214f71743933461,2024-12-24 13:00:00,0.065
b8a7bf93df1214f71743933461,2024-12-24 14:00:00,0.065
b8a7bf93df1214f71743933461,2024-12-24 15:00:00,0.17
b8a7bf93df1214f71743933461,2024-12-24 16:00:00,0.228
b8a7bf93df1214f71743933461,2024-12-24 17:00:00,0.187
b8a7bf93df1214f71743933461,2024-12-24 18:00:00,0.154
b8a7bf93df1214f71743933461,2024-12-24 19:00:00,0.147
b8a7bf93df1214f71743933461,2024-12-24 20:00:00,0.063
b8a7bf93df1214f71743933461,2024-12-24 21:00:00,0.07
b8a7bf93df1214f71743933461,2024-12-24 22:00:00,0.069
b8a7bf93df1214f71743933461,2024-12-24 23:00:00,0.066
cb87275c311224361744036961,2024-12-24 00:00:00,2.085
cb87275c311224361744036961,2024-12-24 01:00:00,2.05
cb87275c311224361744036961,2024-12-24 02:00:00,2.396
cb87275c311224361744036961,2024-12-24 03:00:00,2.182
cb87275c311224361744036961,2024-12-24 04:00:00,2.162
cb87275c311224361744036961,2024-12-24 05:00:00,2.082
cb87275c311224361744036961,2024-12-24 06:00:00,2.353
cb87275c311224361744036961,2024-12-24 07:00:00,2.076
cb87275c311224361744036961,2024-12-24 08:00:00,2.137
cb87275c311224361744036961,2024-12-24 09:00:00,2.181
cb87275c311224361744036961,2024-12-24 10:00:00,2.053
cb87275c311224361744036961,2024-12-24 11:00:00,2.06
cb87275c311224361744036961,2024-12-24 12:00:00,2.247
cb87275c311224361744036961,2024-12-24 13:00:00,2.421
cb87275c311224361744036961,2024-12-24 14:00:00,2.285
cb87275c311224361744036961,2024-12-24 15:00:00,2.274
cb87275c311224361744036961,2024-12-24 16:00:00,2.232
cb87275c311224361744036961,2024-12-24 17:00:00,1.958
cb87275c311224361744036961,2024-12-24 18:00:00,2.068
cb87275c311224361744036961,2024-12-24 19:00:00,1.895
cb87275c311224361744036961,2024-12-24 20:00:00,2.238
cb87275c311224361744036961,2024-12-24 21:00:00,2.066
cb87275c311224361744036961,2024-12-24 22:00:00,1.964
cb87275c311224361744036961,2024-12-24 23:00:00,2.283
